,Sample,fastq1,fastq2,Rnase
11,ZNF277_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF277_IP2_S28_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF277_IP2_S28_L004_R2_001.fastq.gz,True
12,LIB2-Total,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-Total_S18_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-Total_S18_L001_R2_001.fastq.gz,True
13,LIB2-T3-2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T3-2_S26_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T3-2_S26_L001_R2_001.fastq.gz,True
14,ZC3HAV1_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZC3HAV1_IP1_S23_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZC3HAV1_IP1_S23_L004_R2_001.fastq.gz,True
16,MBNL2_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/MBNL2_IP2_S20_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/MBNL2_IP2_S20_L004_R2_001.fastq.gz,True
18,TEX13A_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TEX13A_IP2_S36_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TEX13A_IP2_S36_L004_R2_001.fastq.gz,True
19,LIB2-T0-2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T0-2_S24_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T0-2_S24_L001_R2_001.fastq.gz,True
21,RBM15_rz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/RBM15_rz_S10_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/RBM15_rz_S10_L004_R2_001.fastq.gz,False
22,ZNF706_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF706_IP1_S31_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF706_IP1_S31_L004_R2_001.fastq.gz,True
24,PHF7_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/PHF7_IP1_S39_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/PHF7_IP1_S39_L004_R2_001.fastq.gz,True
25,IGHMBP2_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/IGHMBP2_IP2_S22_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/IGHMBP2_IP2_S22_L004_R2_001.fastq.gz,True
26,Undetermined,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/Undetermined_S0_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/Undetermined_S0_L004_R2_001.fastq.gz,True
27,G3BP1_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/G3BP1_IP1_S34_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/G3BP1_IP1_S34_L004_R2_001.fastq.gz,True
28,CTCF_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/CTCF_IP1_S13_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/CTCF_IP1_S13_L004_R2_001.fastq.gz,True
29,ZMAT5_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZMAT5_IP2_S26_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZMAT5_IP2_S26_L004_R2_001.fastq.gz,True
30,OligoCLIP_Multiplex_1016_Rep1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/OligoCLIP_Multiplex_1016_Rep1_S41_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/OligoCLIP_Multiplex_1016_Rep1_S41_L004_R2_001.fastq.gz,True
31,MBNL1_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/MBNL1_IP1_S19_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/MBNL1_IP1_S19_L004_R2_001.fastq.gz,True
32,TF3C4_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TF3C4_IP2_S18_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TF3C4_IP2_S18_L004_R2_001.fastq.gz,True
33,LIB2-SIINFEKL,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-SIINFEKL_S22_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-SIINFEKL_S22_L001_R2_001.fastq.gz,True
34,LIB2-YFP-low,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-YFP-low_S20_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-YFP-low_S20_L001_R2_001.fastq.gz,True
35,ZNF277_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF277_IP1_S27_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF277_IP1_S27_L004_R2_001.fastq.gz,True
37,DDX59_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/DDX59_IP2_S37_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/DDX59_IP2_S37_L004_R2_001.fastq.gz,True
38,G3BP1_IN1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/G3BP1_IN1_S33_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/G3BP1_IN1_S33_L004_R2_001.fastq.gz,True
40,ZNF800_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF800_IP2_S16_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF800_IP2_S16_L004_R2_001.fastq.gz,True
41,LIB2-T0-1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T0-1_S23_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T0-1_S23_L001_R2_001.fastq.gz,True
42,LIB2-T6-1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T6-1_S27_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T6-1_S27_L001_R2_001.fastq.gz,True
43,TEX13A_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TEX13A_IP1_S35_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TEX13A_IP1_S35_L004_R2_001.fastq.gz,True
44,EV_rz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/EV_rz_S8_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/EV_rz_S8_L004_R2_001.fastq.gz,False
45,ZC3HAV1_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZC3HAV1_IP2_S24_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZC3HAV1_IP2_S24_L004_R2_001.fastq.gz,True
46,LIB2-YFP-neg,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-YFP-neg_S19_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-YFP-neg_S19_L001_R2_001.fastq.gz,True
47,ZNF317_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF317_IP2_S30_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF317_IP2_S30_L004_R2_001.fastq.gz,True
48,IGHMBP2_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/IGHMBP2_IP1_S21_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/IGHMBP2_IP1_S21_L004_R2_001.fastq.gz,True
49,LIB2-T3-1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T3-1_S25_L001_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/LIB2-T3-1_S25_L001_R2_001.fastq.gz,True
50,ZNF706_IP2,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF706_IP2_S32_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF706_IP2_S32_L004_R2_001.fastq.gz,True
51,TOB2_rz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TOB2_rz_S9_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/TOB2_rz_S9_L004_R2_001.fastq.gz,False
52,ZMAT5_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZMAT5_IP1_S25_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZMAT5_IP1_S25_L004_R2_001.fastq.gz,True
53,ZNF317_IP1,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF317_IP1_S29_L004_R1_001.fastq.gz,/tscc/nfs/home/hsher/seqdata/tao/circRNA_seq/benchmarking02/igm-storage.ucsd.edu/221130_A01535_0229_BHKMGWDSX5/ZNF317_IP1_S29_L004_R2_001.fastq.gz,True
